cat-title,cat-title href,image-link href,image src,post-title,meta-item 2,meta-item href,meta-item 3,meta-item href 2,excerpt
budget,https://factly.in/category/budget/,https://factly.in/data-hce-2022-23-highlights-trend-of-increasing-share-of-household-expenditure-on-non-food-items-compared-to-food/,https://factly.in/wp-content/uploads//2019/11/Consumer-Confidence-Survey_Featured-Image-702x336.jpg,Data: HCE 2022-23 Highlights Trend of Increasing Share of Household Expenditure on Non-Food Items Compared to Food,Suresh Deepala,https://factly.in/author/sureshdeepala/,"June 24, 2024",https://factly.in/data-hce-2022-23-highlights-trend-of-increasing-share-of-household-expenditure-on-non-food-items-compared-to-food/#respond,The Household Consumption Expenditure (HCE) survey of 2022-23 contains state-wise analysis of Monthly Per Capita…
India,https://factly.in/category/india/,https://factly.in/data-software-exports-from-stpi-units-quadrupled-between-2010-11-six-states-account-for-95-of-the-exports/,https://factly.in/wp-content/uploads//2023/07/software-exports-featured-image-702x336.jpeg,Data: Software Exports from STPI Units Quadrupled between 2010-11 & 2022-23; Six States Account for 95% of the Exports,Pavithra K M,https://factly.in/author/pavithrakm/,"June 21, 2024",https://factly.in/data-software-exports-from-stpi-units-quadrupled-between-2010-11-six-states-account-for-95-of-the-exports/#respond,"Software exports from STPI-registered units increased from Rs. 2,15,264 crores in 2010-11 to Rs. 8,48,398.2…"
Court,https://factly.in/category/court/,https://factly.in/review-kerala-hc-rules-that-right-of-choice-of-an-adult-to-choose-a-person-to-marry-cannot-be-restricted-due-to-parental-love/,https://factly.in/wp-content/uploads//2022/07/Review-of-Court-Judgments_Featured-Image-1-702x336.jpg,Review: Kerala HC Rules That Right of Choice of an Adult to Choose a Person to Marry Cannot be Restricted due to Parental Love,Sai Krishna Muthyanolla,https://factly.in/author/saikrishna/,"June 19, 2024",https://factly.in/review-kerala-hc-rules-that-right-of-choice-of-an-adult-to-choose-a-person-to-marry-cannot-be-restricted-due-to-parental-love/#respond,"In this edition of court judgements, we shall look at the Supreme Court’s judgement on…"
Lok Sabha,https://factly.in/category/lok-sabha/,https://factly.in/data-seven-women-in-the-union-council-of-ministers-in-18th-lok-sabha-lowest-since-1999/,https://factly.in/wp-content/uploads//2024/06/PM-Modi-third-term-cabinet-ministers-women-702x336.jpeg,"Data: Seven Women in The Union Council of Ministers in 18th Lok Sabha, Lowest Since 1999",Pavithra K M,https://factly.in/author/pavithrakm/,"June 18, 2024",https://factly.in/data-seven-women-in-the-union-council-of-ministers-in-18th-lok-sabha-lowest-since-1999/#respond,"In the 18th Lok Sabha, seven women have been inducted into the council of ministers.…"
Election Commission of India (ECI),https://factly.in/category/election-commission-of-india-eci/,https://factly.in/data-while-eci-announced-record-seizures-data-published-by-poll-body-about-seizures-is-incomplete-inconsistent/,https://factly.in/wp-content/uploads//2024/05/Elections-in-India_Image-702x336.jpg,"Data: While ECI Announced Record Seizures, Data Published by Poll Body About Seizures is Incomplete & Inconsistent",Suresh Deepala,https://factly.in/author/sureshdeepala/,"June 17, 2024",https://factly.in/data-while-eci-announced-record-seizures-data-published-by-poll-body-about-seizures-is-incomplete-inconsistent/#respond,"In a press release dated 18 May 2024, the ECI announced that in the 2024…"
Elections,https://factly.in/category/elections/,https://factly.in/2024-lok-sabha-elections-a-closer-look-at-the-phenomenon-of-candidates-with-similar-names-similar-symbols/,https://factly.in/wp-content/uploads//2024/06/Lok-Sabha-Elections_featured-image-702x336.png,"2024 Lok Sabha Elections – A Closer Look at the Phenomenon of Candidates with Similar Names, Similar Symbols",Sai Krishna Muthyanolla,https://factly.in/author/saikrishna/,"June 14, 2024",https://factly.in/2024-lok-sabha-elections-a-closer-look-at-the-phenomenon-of-candidates-with-similar-names-similar-symbols/#respond,"As voters navigate the ballot, their choices are often guided more by the symbol they…"
Court,https://factly.in/category/court/,https://factly.in/review-kerala-hc-rules-that-investigations-on-acts-of-corruption-and-malpractice-in-selection-process-do-not-require-prior-sanction-under-pca/,https://factly.in/wp-content/uploads//2022/07/Review-of-Court-Judgments_Featured-Image-1-702x336.jpg,Review: Kerala HC Rules That Investigations on Acts of Corruption and Malpractice in Selection Process Do Not Require Prior Sanction Under PCA,Suresh Deepala,https://factly.in/author/sureshdeepala/,"June 12, 2024",https://factly.in/review-kerala-hc-rules-that-investigations-on-acts-of-corruption-and-malpractice-in-selection-process-do-not-require-prior-sanction-under-pca/#respond,"In this edition of Court Judgements, we look at the SC’s direction bail can be…"
Elections,https://factly.in/category/elections/,https://factly.in/data-number-of-women-mps-down-to-74-in-18th-lok-sabha-women-contestants-at-less-than-10/,https://factly.in/wp-content/uploads//2015/02/womanprotest-702x336.jpg,Data: Number of Women MPs Down to 74 in 18th Lok Sabha; Women Contestants at Less Than 10%,Pavithra K M,https://factly.in/author/pavithrakm/,"June 11, 2024",https://factly.in/data-number-of-women-mps-down-to-74-in-18th-lok-sabha-women-contestants-at-less-than-10/#respond,The 2024 Lok Sabha general elections were the first after the Women’s Reservation Bill was…
NCRB,https://factly.in/category/ncrb/,https://factly.in/data-between-2014-2022-madhya-pradesh-maharashtra-and-gujarat-accounted-for-more-than-50-of-all-fire-accidents/,https://factly.in/wp-content/uploads//2016/10/Fire-Accidents-in-India_factly-702x336.jpg,"Data: Between 2014 & 2022, Madhya Pradesh, Maharashtra and Gujarat Accounted for More Than 50% of All Fire Accidents",Sai Krishna Muthyanolla,https://factly.in/author/saikrishna/,"June 10, 2024",https://factly.in/data-between-2014-2022-madhya-pradesh-maharashtra-and-gujarat-accounted-for-more-than-50-of-all-fire-accidents/#respond,The recent fire accident in Rajkot in a temporary Children’s play zone has once again…
Election Commission of India (ECI),https://factly.in/category/election-commission-of-india-eci/,https://factly.in/data-nota-vote-share-continues-its-decline-with-less-than-1-in-2024-ls-elections-as-indore-sets-a-new-record/,https://factly.in/wp-content/uploads//2017/08/Congress-protesting-use-of-NOTA_factly-702x336.jpg,Data: NOTA Vote Share Continues its Decline with less than 1% in 2024 LS Elections as Indore Sets a New Record,Suresh Deepala,https://factly.in/author/sureshdeepala/,"June 7, 2024",https://factly.in/data-nota-vote-share-continues-its-decline-with-less-than-1-in-2024-ls-elections-as-indore-sets-a-new-record/#respond,"As has been highlighted in our previous stories, the preference for NOTA has continuously reduced…"
Court,https://factly.in/category/court/,https://factly.in/review-kerala-hc-observes-that-government-lands-cannot-be-encroached-upon-for-religious-purposes-as-it-could-lead-to-religious-discord/,https://factly.in/wp-content/uploads//2022/07/Review-of-Court-Judgments_Featured-Image-1-702x336.jpg,Review: Kerala HC Observes That Government Lands Cannot be Encroached Upon for Religious Purposes as it Could Lead to Religious Discord,Pavithra K M,https://factly.in/author/pavithrakm/,"June 5, 2024",https://factly.in/review-kerala-hc-observes-that-government-lands-cannot-be-encroached-upon-for-religious-purposes-as-it-could-lead-to-religious-discord/#respond,"In this edition of Court Judgements, we look at the Kerala HC’s decision that government…"
Currency,https://factly.in/category/currency/,https://factly.in/data-currency-printing-expenditure-crossed-%e2%82%b9-5000-crores-in-2023-24-highest-ever-barring-the-demonetization-year/,https://factly.in/wp-content/uploads//2021/06/Demonetization_Featured-Image-702x336.jpg,Data: Currency Printing Expenditure Crossed ₹ 5000 Crores in 2023-24; Highest Ever Barring the Demonetization Year,Sai Krishna Muthyanolla,https://factly.in/author/saikrishna/,"June 4, 2024",https://factly.in/data-currency-printing-expenditure-crossed-%e2%82%b9-5000-crores-in-2023-24-highest-ever-barring-the-demonetization-year/#respond,Data from the RBI’s annual report indicates that the overall indent and supply figures for…
Children,https://factly.in/category/children/,https://factly.in/data-more-than-75-of-juveniles-apprehended-for-crimes-in-16-to-18-age-group-99-are-boys/,https://factly.in/wp-content/uploads//2024/06/juveniles-featured-image-702x336.png,Data: More Than 75% of Juveniles Apprehended for Crimes in 16 to 18 Age Group; 99% Are Boys,Suresh Deepala,https://factly.in/author/sureshdeepala/,"June 3, 2024",https://factly.in/data-more-than-75-of-juveniles-apprehended-for-crimes-in-16-to-18-age-group-99-are-boys/#respond,"Data from the NCRB indicates that between 2017 and 2022, close to 90% of juvenile…"
Air Travel,https://factly.in/category/air-travel/,https://factly.in/data-about-100-aircraft-related-accidents-were-investigated-by-aaib-since-2012/,https://factly.in/wp-content/uploads//2024/05/Aircraft-Related-Accidents-702x336.jpg,Data: About 100 Aircraft Related Accidents Were Investigated by AAIB Since 2012,Pavithra K M,https://factly.in/author/pavithrakm/,"May 31, 2024",https://factly.in/data-about-100-aircraft-related-accidents-were-investigated-by-aaib-since-2012/#respond,"Accidents, as classified under aviation regulations, fall under the purview of the Aircraft Accident Investigation…"
Court,https://factly.in/category/court/,https://factly.in/review-sc-rules-that-casteist-insults-must-be-made-in-a-place-within-public-view-to-attract-provisions-under-scstpoa-act/,https://factly.in/wp-content/uploads//2021/05/Importand-COurt-JUdgements_Featured-Image-702x336.jpg,Review: SC Rules That Casteist Insults Must be Made in a Place Within Public View to Attract Provisions Under SCSTPoA Act,Sai Krishna Muthyanolla,https://factly.in/author/saikrishna/,"May 29, 2024",https://factly.in/review-sc-rules-that-casteist-insults-must-be-made-in-a-place-within-public-view-to-attract-provisions-under-scstpoa-act/#respond,"In this edition of Court Judgements, we look at the Supreme Court’s interim decision on…"
Children,https://factly.in/category/children/,https://factly.in/data-ncrb-data-indicates-that-crimes-committed-by-juveniles-down-30-between-2013-2022/,https://factly.in/wp-content/uploads//2022/09/Court-judgements_Featured-Image-702x336.jpg,Data: NCRB Data Indicates that Crimes Committed by Juveniles Down 30% Between 2013 & 2022,Suresh Deepala,https://factly.in/author/sureshdeepala/,"May 28, 2024",https://factly.in/data-ncrb-data-indicates-that-crimes-committed-by-juveniles-down-30-between-2013-2022/#respond,Data from the NCRB’s CII report indicates number of reported crimes by juveniles decreased from…
Air Travel,https://factly.in/category/air-travel/,https://factly.in/data-number-of-passengers-affected-by-flight-disruptions-up-36-in-first-four-months-of-2024/,https://factly.in/wp-content/uploads//2022/04/Air-Passenger-traffic_Featured-Image-702x336.jpg,Data: Number of Passengers Affected by Flight Disruptions Up 36% in First Four Months of 2024,Pavithra K M,https://factly.in/author/pavithrakm/,"May 27, 2024",https://factly.in/data-number-of-passengers-affected-by-flight-disruptions-up-36-in-first-four-months-of-2024/#respond,"In recent months, flight cancellations have caused significant disruptions for air travellers. Data from the…"
Election Commission of India (ECI),https://factly.in/category/election-commission-of-india-eci/,https://factly.in/review-more-than-400-major-mcc-related-complaints-filed-by-political-parties-in-first-two-months-of-2024-general-elections/,https://factly.in/wp-content/uploads//2024/05/elections-featured-1-702x336.jpg,Review: More than 400 Major MCC Related Complaints Filed by Political Parties in First Two Months of 2024 General Elections,Sai Krishna Muthyanolla,https://factly.in/author/saikrishna/,"May 24, 2024",https://factly.in/review-more-than-400-major-mcc-related-complaints-filed-by-political-parties-in-first-two-months-of-2024-general-elections/#respond,"MCC complaints typically come from the general public, political parties, media, and other sources, including…"
Court,https://factly.in/category/court/,https://factly.in/review-supreme-court-rules-that-states-must-protect-7-sub-rights-while-acquiring-land/,https://factly.in/wp-content/uploads//2021/05/Importand-COurt-JUdgements_Featured-Image-702x336.jpg,Review: Supreme Court Rules That States Must Protect 7 Sub-Rights While Acquiring Land,Suresh Deepala,https://factly.in/author/sureshdeepala/,"May 22, 2024",https://factly.in/review-supreme-court-rules-that-states-must-protect-7-sub-rights-while-acquiring-land/#respond,"In this edition of Court Judgements, we look at the SC’s ruling that stares must…"
Human Rights,https://factly.in/category/human-rights/,https://factly.in/data-in-about-90-cases-registered-by-nhrc-the-nature-of-incident-is-reported-as-others/,https://factly.in/wp-content/uploads//2020/07/Custodial-deaths_Featuered-Image-702x336.jpg,"Data: In About 90% Cases Registered by NHRC, the ‘Nature of Incident’ is Reported as ‘Others’",Pavithra K M,https://factly.in/author/pavithrakm/,"May 21, 2024",https://factly.in/data-in-about-90-cases-registered-by-nhrc-the-nature-of-incident-is-reported-as-others/#respond,"According to various media reports, the GANHRI, a UN linked body, has deferred the accreditation…"
